Número de informe,Nombre de la Evaluación,Etapa,Componente ambiental,Procedencia de la Muestra,Procedencia Especifica de la Muestra,Nombre del punto,Este,Norte,Altitud,Zona,Datum,Descripción de ubicación,Tipo de muestra,Tipo de análisis,Etapa de extracción secuencial,Fecha,Hora,Valor,Parámetro,Unidad de medida
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Ensayo por cromatografía - HTP,No aplica,10/6/19,10:07:00,<1.9,Fracciones de Hidrocarburos F1 (C6-C10),mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Ensayo por cromatografía - HTP,No aplica,10/6/19,10:07:00,<6.8,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Ensayo por cromatografía - HTP,No aplica,10/6/19,10:07:00,<6.8,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Ensayo por cromatografía - PAHS,No aplica,10/6/19,10:07:00,<0.0054,Acenafteno,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Ensayo por cromatografía - PAHS,No aplica,10/6/19,10:07:00,<0.0054,Acenaftileno,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Ensayo por cromatografía - PAHS,No aplica,10/6/19,10:07:00,<0.0054,Antraceno,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Ensayo por cromatografía - PAHS,No aplica,10/6/19,10:07:00,<0.0054,Benzo (a) Antraceno,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Ensayo por cromatografía - PAHS,No aplica,10/6/19,10:07:00,<0.0054,Benzo (a) Pireno,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Ensayo por cromatografía - PAHS,No aplica,10/6/19,10:07:00,<0.0054,Benzo (b) Fluoranteno,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Ensayo por cromatografía - PAHS,No aplica,10/6/19,10:07:00,<0.0054,"Benzo (g,h,i) Perileno",mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Ensayo por cromatografía - PAHS,No aplica,10/6/19,10:07:00,<0.0054,Benzo (k) Fluoranteno,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Ensayo por cromatografía - PAHS,No aplica,10/6/19,10:07:00,<0.0054,Criseno,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Ensayo por cromatografía - PAHS,No aplica,10/6/19,10:07:00,<0.0054,"Dibenzo (a,h) Antraceno",mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Ensayo por cromatografía - PAHS,No aplica,10/6/19,10:07:00,<0.0054,Fenantreno,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Ensayo por cromatografía - PAHS,No aplica,10/6/19,10:07:00,<0.0054,Fluoranteno,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Ensayo por cromatografía - PAHS,No aplica,10/6/19,10:07:00,<0.0054,Fluoreno,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Ensayo por cromatografía - PAHS,No aplica,10/6/19,10:07:00,<0.0054,"Indeno (1,2,3 cd) Pireno",mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Ensayo por cromatografía - PAHS,No aplica,10/6/19,10:07:00,<0.0054,Naftaleno,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Ensayo por cromatografía - PAHS,No aplica,10/6/19,10:07:00,<0.0054,Pireno,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,<1.7,Plata,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,5883,Aluminio,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,<17.8,Arsénico,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,"23,8",Bario,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,<2.0,Berilio,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,9660,Calcio,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,<1.0,Cadmio,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,6,Cobalto,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,"10,9",Cromo Total,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,"4,1",Cobre,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,11710,Hierro,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,"551,3",Potasio,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,2565,Magnesio,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,"161,1",Manganeso,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,<3.0,Molibdeno,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,1768,Sodio,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,"6,6",Níquel,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,<5.0,Plomo,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,<10.0,Antimonio,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,<10.0,Selenio,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,<9.0,Talio,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,"31,4",Vanadio,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,26,Zinc,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,<15.5,Boro,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,<10.0,Bismuto,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,<6.0,Litio,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,2091,Fósforo,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,"409,5",Silicio,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,<10.0,Estaño,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,"36,7",Estroncio,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,"390,6",Titanio,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Metales totales,No aplica,10/6/19,10:07:00,<0.10,Mercurio,mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD01,468461,9507737,0,17,WGS 84,Muestra puntual de sedimentos tomada a 4m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Ensayo por cromatografía - HTP,No aplica,10/6/19,10:07:00,<13.3,Hidrocarburos totales de petróleo (C10-C40),mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD02,468462,9507741,0,17,WGS 84,Muestra puntual de sedimentos tomada a 6m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Ensayo por cromatografía - HTP,No aplica,10/6/19,10:17:00,<1.9,Fracciones de Hidrocarburos F1 (C6-C10),mg/Kg
INFORME N° 00580-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05898,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F05898_SD02,468462,9507741,0,17,WGS 84,Muestra puntual de sedimentos tomada a 6m en dirección norte del pozo y ubicado en la zona intermareal,Simple,Ensayo por cromatografía - HTP,No aplica,10/6/19,10:17:00,<6.8,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
