Número de informe,Nombre de la Evaluación,Etapa,Componente ambiental,Procedencia de la Muestra,Procedencia Especifica de la Muestra,Nombre del punto,Este,Norte,Altitud,Zona,Datum,Descripción de ubicación,Tipo de muestra,Tipo de análisis,Etapa de extracción secuencial,Fecha,Hora,Valor,Parámetro,Unidad de medida
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:04:00,<0.0054,Acenafteno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:04:00,<0.0054,Acenaftileno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:04:00,<0.0054,Antraceno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:04:00,<0.0054,Benzo (a) Antraceno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:04:00,<0.0054,Benzo (a) Pireno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:04:00,<0.0054,Benzo (b) Fluoranteno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:04:00,<0.0054,"Benzo (g,h,i) Perileno",mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:04:00,<0.0054,Benzo (k) Fluoranteno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:04:00,<0.0054,Criseno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:04:00,<0.0054,"Dibenzo (a,h) Antraceno",mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:04:00,<0.0054,Fenantreno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:04:00,<0.0054,Fluoranteno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:04:00,<0.0054,Fluoreno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:04:00,<0.0054,"Indeno (1,2,3 cd) Pireno",mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:04:00,<0.0054,Naftaleno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:04:00,<0.0054,Pireno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,<3.0,Plata,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,5294,Aluminio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,<17.5,Arsénico,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,"31,6",Bario,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,<1.5,Berilio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,7757,Calcio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,<1.0,Cadmio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,<4.0,Cobalto,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,"8,8",Cromo Total,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,"5,8",Cobre,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,10827,Hierro,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,"997,4",Potasio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,2817,Magnesio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,164,Manganeso,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,<3.0,Molibdeno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,3241,Sodio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,<5,Níquel,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,<10,Plomo,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,<12.5,Antimonio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,<8.0,Selenio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,<15,Talio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,23,Vanadio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,"31,8",Zinc,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,<20.3,Boro,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,<7.5,Bismuto,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,<12.5,Litio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,"553,8",Fósforo,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,"394,1",Silicio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,<12.5,Estaño,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,"49,4",Estroncio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,"204,5",Titanio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED01,539282,9594719,0,17,WGS 84,Muestra puntual de sedimento tomada a 3 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:04:00,<0.1,Mercurio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - HTP,No aplica,12/1/18,17:24:00,<1.9,Hidrocarburos Totales de Petróleo F1 (C6 - C10),mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - HTP,No aplica,12/1/18,17:24:00,<6.8,Hidrocarburos Totales de Petróleo F2 (C10 - C28),mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - HTP,No aplica,12/1/18,17:24:00,<6.8,Hidrocarburos Totales de Petróleo F3 (C28 - C40),mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - HTP,No aplica,12/1/18,17:24:00,<13.3,Hidrocarburos totales de petróleo (C10-C40),mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:24:00,<0.0054,Acenafteno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:24:00,<0.0054,Acenaftileno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:24:00,<0.0054,Antraceno,mg/Kg
