Número de informe,Nombre de la Evaluación,Etapa,Componente ambiental,Procedencia de la Muestra,Procedencia Especifica de la Muestra,Nombre del punto,Este,Norte,Altitud,Zona,Datum,Descripción de ubicación,Tipo de muestra,Tipo de análisis,Etapa de extracción secuencial,Fecha,Hora,Valor,Parámetro,Unidad de medida
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:24:00,<0.0054,Benzo (a) Antraceno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:24:00,<0.0054,Benzo (a) Pireno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:24:00,<0.0054,Benzo (b) Fluoranteno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:24:00,<0.0054,"Benzo (g,h,i) Perileno",mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:24:00,<0.0054,Benzo (k) Fluoranteno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:24:00,<0.0054,Criseno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:24:00,<0.0054,"Dibenzo (a,h) Antraceno",mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:24:00,<0.0054,Fenantreno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:24:00,<0.0054,Fluoranteno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:24:00,<0.0054,Fluoreno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:24:00,<0.0054,"Indeno (1,2,3 cd) Pireno",mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:24:00,<0.0054,Naftaleno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Ensayo por cromatografía - PAHS,No aplica,12/1/18,17:24:00,<0.0054,Pireno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,<3.0,Plata,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,6241,Aluminio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,<17.5,Arsénico,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,"29,2",Bario,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,<1.5,Berilio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,10468,Calcio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,<1.0,Cadmio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,<4.0,Cobalto,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,"10,3",Cromo Total,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,"6,8",Cobre,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,12537,Hierro,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,1229,Potasio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,3366,Magnesio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,190,Manganeso,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,<3.0,Molibdeno,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,3644,Sodio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,8,Níquel,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,<10,Plomo,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,<12.5,Antimonio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,<8.0,Selenio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,<15,Talio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,26,Vanadio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,"36,8",Zinc,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,<20.3,Boro,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,<7.5,Bismuto,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,<12.5,Litio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,"502,9",Fósforo,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,"398,6",Silicio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,<12.5,Estaño,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,"78,9",Estroncio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,"233,2",Titanio,mg/Kg
INFORME N° 00014-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05618,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F05618-SED02,539281,9594726,0,17,WGS 84,Muestra puntual de sedimento tomada a 9 m en dirección noroeste del pozo y ubicado en la zona intermareal.,Simple,Metales totales,No aplica,12/1/18,17:24:00,<0.10,Mercurio,mg/Kg
INFORME N° 00669-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F04249,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F04249-SD01,472002,9490643,43,17,WGS 84,"Muestra puntual  de sedimento tomada a 1 m  en dirección sur de la ubicación del Pozo y a una  profundidad  de 0,1 m de la superficie del suelo.",Simple,Ensayo por cromatografía - HTP,No aplica,7/14/16,12:02:00,<0.3,Hidrocarburos totales de petróleo (C5-C10),mg/Kg
INFORME N° 00669-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F04249,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F04249-SD01,472002,9490643,43,17,WGS 84,"Muestra puntual  de sedimento tomada a 1 m  en dirección sur de la ubicación del Pozo y a una  profundidad  de 0,1 m de la superficie del suelo.",Simple,Ensayo por cromatografía - HTP,No aplica,7/14/16,12:02:00,221,Hidrocarburos Totales de Petróleo F2 (C10 - C28),mg/Kg
INFORME N° 00669-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F04249,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F04249-SD01,472002,9490643,43,17,WGS 84,"Muestra puntual  de sedimento tomada a 1 m  en dirección sur de la ubicación del Pozo y a una  profundidad  de 0,1 m de la superficie del suelo.",Simple,Ensayo por cromatografía - HTP,No aplica,7/14/16,12:02:00,222,Hidrocarburos Totales de Petróleo F3 (C28 - C40),mg/Kg
INFORME N° 00669-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F04249,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F04249-SD01,472002,9490643,43,17,WGS 84,"Muestra puntual  de sedimento tomada a 1 m  en dirección sur de la ubicación del Pozo y a una  profundidad  de 0,1 m de la superficie del suelo.",Simple,Ensayo por cromatografía - HTP,No aplica,7/14/16,12:02:00,443,Hidrocarburos totales de petróleo (C5-C40),mg/Kg
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F00335-SU02,464607,9482429,0,17,WGS 84,La toma de muestra se realizo a orillas de la laguna Punta Balcones (Las Parihuanas),Simple,Ensayo por cromatografía - HTP,No aplica,3/4/14,-,"1608,69000",Hidrocarburos Totales de Petróleo F3 (C28 - C40),mg/Kg
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F00335-SU02,464607,9482429,0,17,WGS 84,La toma de muestra se realizo a orillas de la laguna Punta Balcones (Las Parihuanas),Simple,Ensayo por cromatografía - HTP,No aplica,3/4/14,-,"8126,16000",Hidrocarburos Totales de Petróleo F2 (C10 - C28),mg/Kg
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Sedimento,Sedimento continental,Área de potencial interés,F00335-SU02,464607,9482429,0,17,WGS 84,La toma de muestra se realizo a orillas de la laguna Punta Balcones (Las Parihuanas),Simple,Ensayo por cromatografía - HTP,No aplica,3/4/14,-,<6,Hidrocarburos Totales de Petróleo F1 (C6 - C10),mg/Kg
INFORME N° 00133-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00776,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F00776_SU01,539348,9594735,0,17,WGS 84,La toma de muestra se realizo en el mismo lugar del pozo,Simple,Ensayo por cromatografía - HTP,No aplica,10/21/13,12:55:00,"39,12000",Hidrocarburos Totales de Petróleo F3 (C28 - C40),mg/Kg
INFORME N° 00133-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00776,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F00776_SU01,539348,9594735,0,17,WGS 84,La toma de muestra se realizo en el mismo lugar del pozo,Simple,Ensayo por cromatografía - HTP,No aplica,10/21/13,12:55:00,"241,25000",Hidrocarburos Totales de Petróleo F2 (C10 - C28),mg/Kg
INFORME N° 00133-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00776,Primer monitoreo,Sedimento,Sedimento marino,Área de potencial interés,F00776_SU01,539348,9594735,0,17,WGS 84,La toma de muestra se realizo en el mismo lugar del pozo,Simple,Ensayo por cromatografía - HTP,No aplica,10/21/13,12:55:00,<0.6,Hidrocarburos Totales de Petróleo F1 (C6 - C10),mg/Kg
