FECHA_CORTE;ANIO;SECTOR;CATEGORIA;SUBCATEGORIA;FUENTE_DE_EMISION;IPCC_CLASF;DIOXIDO_DE_CARBONO_GGCO2;METANO_GGCH4;METANO_EQUIVALENTE_GGCO2EQ;OXIDO_NITROSO_GGN2O;OXIDO_NITROSO_EQUIVALENTE_GGCO2EQ;HFC_GGCO2EQ;EMISIONES_GEI_GGCO2EQ
20240521;2016;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;EMISIONES POR QUEMA DE BIOMASA ;EMISIONES POR QUEMA DE BIOMASA ;3C1;sin valor;16.56;463.73;1.33;353.73;sin valor;817.46
20240521;2016;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;APLICACION DE UREA;APLICACION DE UREA;3C3;262.54;sin valor;sin valor;sin valor;sin valor;sin valor;262.54
20240521;2016;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;EMISIONES DIRECTAS DE N2O DE SUELOS GESTIONADOS;EMISIONES DIRECTAS DE N2O DE SUELOS GESTIONADOS;3C4;sin valor;sin valor;sin valor;24.69;6543.44;sin valor;6543.44
20240521;2016;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;EMISIONES INDIRECTAS DE N2O DE SUELOS GESTIONADOS;EMISIONES INDIRECTAS DE N2O DE SUELOS GESTIONADOS;3C5;sin valor;sin valor;sin valor;8.89;2355.11;sin valor;2355.11
20240521;2016;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;EMISIONES INDIRECTAS DE N2O POR MANEJO DEL ESTIERCOL;EMISIONES INDIRECTAS DE N2O POR MANEJO DEL ESTIERCOL;3C6;sin valor;sin valor;sin valor;0.67;177.95;sin valor;177.95
20240521;2016;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;CULTIVO DE ARROZ;CULTIVO DE ARROZ;3C7;sin valor;64.73;1812.47;sin valor;sin valor;sin valor;1812.47
20240521;2016;DESECHOS;ELIMINACION DE DESECHOS SOLIDOS;ELIMINACION DE DESECHOS SOLIDOS;ELIMINACION DE DESECHOS SOLIDOS;4A;sin valor;199.71;5591.83;sin valor;sin valor;sin valor;5591.83
20240521;2016;DESECHOS;TRATAMIENTO BIOLOGICO DE DESECHOS SOLIDOS;TRATAMIENTO BIOLOGICO DE DESECHOS SOLIDOS;TRATAMIENTO BIOLOGICO DE DESECHOS SOLIDOS;4B;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2016;DESECHOS;INCINERACION E INCINERACION ABIERTA DE DESECHOS SOLIDOS;INCINERACION ABIERTA DE DESECHOS;INCINERACION ABIERTA DE DESECHOS;4C2;29.19;0.41;11.58;0.01;2.11;sin valor;42.88
20240521;2016;DESECHOS;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES DOMESTICAS;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES DOMESTICAS;4D1;sin valor;96.6;2704.86;1.33;352.74;sin valor;3057.6
20240521;2016;DESECHOS;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES INDUSTRIALES;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES INDUSTRIALES;4D2;sin valor;36.02;1008.57;sin valor;sin valor;sin valor;1008.57
20240521;2014;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS DE ENERGIA;PRODUCCION DE ELECTRICIDAD Y CALOR COMO ACTIVIDAD PRINCIPAL;1A1a;8814.3;0.43;12.05;0.06;14.69;sin valor;8841.05
20240521;2014;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS DE ENERGIA;REFINACION DE PETROLEO;1A1b;2809.8;0.05;1.4;0;1.32;sin valor;2812.52
20240521;2014;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS DE ENERGIA;FABRICACION DE COMBUSTIBLES SOLIDOS Y OTRAS INDUSTRIAS ENERGETICAS;1A1c;2722.12;0.07;1.89;0.01;2.7;sin valor;2726.72
20240521;2014;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS MANUFACTURERAS Y DE LA CONSTRUCCION;MINERIA (CON EXCEPCION DE COMBUSTIBLES) Y CANTERIA;1A2i;1275;0.04;1.24;0.01;2.13;sin valor;1278.37
20240521;2014;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS MANUFACTURERAS Y DE LA CONSTRUCCION;INDUSTRIA NO ESPECIFICADA;1A2m;7343.85;1.83;51.34;0.22;58.15;sin valor;7453.33
20240521;2014;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;AVIACION CIVIL;1A3a;850.88;0.01;0.17;0.02;6.26;sin valor;857.3
20240521;2014;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;TRANSPORTE TERRESTRE;1A3b;15543.04;6.53;182.91;0.81;214.26;sin valor;15940.2
20240521;2014;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;FERROCARRILES;1A3c;79.44;0;0.12;0.03;8.13;sin valor;87.69
20240521;2014;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;NAVEGACION MARITIMA Y FLUVIAL;1A3d;248.11;0.02;0.68;0.01;1.83;sin valor;250.62
20240521;2014;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;OTRO TIPO DE TRANSPORTE;1A3e;31.94;0;0.05;0;0.28;sin valor;32.27
20240521;2014;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;OTROS SECTORES;COMERCIAL/INSTITUCIONAL;1A4a;1285.62;1.4;39.28;0.02;6.55;sin valor;1331.44
20240521;2014;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;OTROS SECTORES;RESIDENCIAL ;1A4b;2225.55;26.84;751.48;0.35;93.48;sin valor;3070.51
20240521;2014;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;OTROS SECTORES;AGRICULTURA;1A4c;137.2;0.06;1.81;0;0.41;sin valor;139.42
20240521;2014;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;OTROS SECTORES;PESCA;1A4c;215.52;0.04;1.07;0;0.51;sin valor;217.11
20240521;2014;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;NO ESPECIFICADO;MOVIL;1A5b;73.11;0;0.01;0;0.54;sin valor;73.67
20240521;2014;ENERGIA ;EMISIONES FUGITIVAS PROVENIENTES DE LA FABRICACION DE COMBUSTIBLES;COMBUSTIBLES SOLIDOS;MINERIA Y MANEJO DEL CARBON ;1B1a;sin valor;3.13;87.76;sin valor;sin valor;sin valor;87.76
20240521;2014;ENERGIA ;EMISIONES FUGITIVAS PROVENIENTES DE LA FABRICACION DE COMBUSTIBLES;COMBUSTIBLES SOLIDOS;TRANSFORMACION DE COMBUSTIBLES SOLIDOS;1B1c;sin valor;2.5;69.96;0;1.31;sin valor;71.28
20240521;2014;ENERGIA ;EMISIONES FUGITIVAS PROVENIENTES DE LA FABRICACION DE COMBUSTIBLES;PETROLEO Y GAS NATURAL;PETROLEO;1B2a;354.7;91.14;2551.84;0;0.66;sin valor;2907.2
20240521;2014;ENERGIA ;EMISIONES FUGITIVAS PROVENIENTES DE LA FABRICACION DE COMBUSTIBLES;PETROLEO Y GAS NATURAL;GAS NATURAL;1B2b;469.86;280.67;7858.76;0.01;1.43;sin valor;8330.05
20240521;2014;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;PRODUCCION DE CEMENTO;TODAS LAS FUENTES;2A1;4590.8;sin valor;sin valor;sin valor;sin valor;sin valor;4590.8
20240521;2014;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;PRODUCCION DE CAL;sin valor;2A2;392.26;sin valor;sin valor;sin valor;sin valor;sin valor;392.26
20240521;2014;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;PRODUCCION DE VIDRIO;sin valor;2A3;33.32;sin valor;sin valor;sin valor;sin valor;sin valor;33.32
20240521;2014;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;OTROS USOS DE CARBONATOS ;CERAMICAS (LADRILLOS);2A4a;128.23;sin valor;sin valor;sin valor;sin valor;sin valor;128.23
20240521;2014;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;OTROS USOS DE CARBONATOS ;OTROS USOS DE LA CENIZA DE SOSA (CARBONATO DE SODIO);2A4b;20.07;sin valor;sin valor;sin valor;sin valor;sin valor;20.07
20240521;2014;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA QUIMICA;PRODUCCION DE ACIDO NITRICO;sin valor;2B2;sin valor;sin valor;sin valor;0.13;33.19;sin valor;33.19
20240521;2014;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA QUIMICA;PRODUCCION DE CENIZA DE SOSA (CARBONATO DE SODIO);sin valor;2B7;0.11;sin valor;sin valor;sin valor;sin valor;sin valor;0.11
20240521;2014;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS METALES;PRODUCCION DE HIERRO Y ACERO;sin valor;2C1;157.85;0;0.03;sin valor;sin valor;sin valor;157.88
20240521;2014;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS METALES;PRODUCCION DE PLOMO;sin valor;2C5;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2014;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS METALES;PRODUCCION DE ZINC;sin valor;2C6;578.7;sin valor;sin valor;sin valor;sin valor;sin valor;578.7
20240521;2014;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;USO DE PRODUCTOS SUSTITUTOS DE LAS SUSTANCIAS QUE AGOTAN LA CAPA DE OZONO;REFRIGERACION Y AIRE ACONDICIONADO;sin valor;2F1;sin valor;sin valor;sin valor;sin valor;sin valor;313.99;313.99
20240521;2014;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;GANADO;GANADO;FERMENTACION ENTERICA;3A1;sin valor;550.82;15422.98;sin valor;sin valor;sin valor;15422.98
20240521;2014;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;GANADO;GANADO;MANEJO DE ESTIERCOL;3A2;sin valor;12.34;345.47;1.22;322.6;sin valor;668.07
20240521;2014;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;TIERRAS FORESTALES ;TIERRAS FORESTALES QUE PERMANECEN COMO TIERRAS FORESTALES;3B1a;13942.48;sin valor;sin valor;sin valor;sin valor;sin valor;13942.48
20240521;2014;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;TIERRAS FORESTALES ;TIERRAS CONVERTIDAS EN TIERRAS FORESTALES;3B1b;-1482.75;sin valor;sin valor;sin valor;sin valor;sin valor;-1482.75
20240521;2014;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;TIERRAS DE CULTIVO ;TIERRAS DE CULTIVO QUE PERMANECEN COMO TIERRAS DE CULTIVO;3B2a;-198.72;sin valor;sin valor;sin valor;sin valor;sin valor;-198.72
20240521;2014;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;TIERRAS DE CULTIVO ;TIERRAS CONVERTIDAS EN TIERRAS DE CULTIVO;3B2b;49599.57;sin valor;sin valor;sin valor;sin valor;sin valor;49599.57
20240521;2014;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;PASTIZALES ;PASTIZALES QUE PERMANECEN COMO PASTIZALES;3B3a;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2014;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;PASTIZALES ;TIERRAS CONVERTIDAS EN PASTIZALES ;3B3b;22126.54;sin valor;sin valor;sin valor;sin valor;sin valor;22126.54
20240521;2014;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;ASENTAMIENTOS;TIERRAS CONVERTIDAS EN ASENTAMIENTOS;3B5b;4643.34;sin valor;sin valor;sin valor;sin valor;sin valor;4643.34
20240521;2014;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;OTRAS TIERRAS;TIERRAS CONVERTIDAS EN OTRAS TIERRAS;3B6b;126.6;sin valor;sin valor;sin valor;sin valor;sin valor;126.6
20240521;2014;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;EMISIONES POR QUEMA DE BIOMASA ;EMISIONES POR QUEMA DE BIOMASA ;3C1;sin valor;16.49;461.6;1.33;353;sin valor;814.6
20240521;2014;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;APLICACION DE UREA;APLICACION DE UREA;3C3;250.73;sin valor;sin valor;sin valor;sin valor;sin valor;250.73
20240521;2014;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;EMISIONES DIRECTAS DE N2O DE SUELOS GESTIONADOS;EMISIONES DIRECTAS DE N2O DE SUELOS GESTIONADOS;3C4;sin valor;sin valor;sin valor;24.78;6566.12;sin valor;6566.12
20240521;2014;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;EMISIONES INDIRECTAS DE N2O DE SUELOS GESTIONADOS;EMISIONES INDIRECTAS DE N2O DE SUELOS GESTIONADOS;3C5;sin valor;sin valor;sin valor;8.86;2347.23;sin valor;2347.23
20240521;2014;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;EMISIONES INDIRECTAS DE N2O POR MANEJO DEL ESTIERCOL;EMISIONES INDIRECTAS DE N2O POR MANEJO DEL ESTIERCOL;3C6;sin valor;sin valor;sin valor;0.64;170.2;sin valor;170.2
20240521;2014;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;CULTIVO DE ARROZ;CULTIVO DE ARROZ;3C7;sin valor;58.85;1647.77;sin valor;sin valor;sin valor;1647.77
20240521;2014;DESECHOS;ELIMINACION DE DESECHOS SOLIDOS;ELIMINACION DE DESECHOS SOLIDOS;ELIMINACION DE DESECHOS SOLIDOS;4A;sin valor;177.86;4980;sin valor;sin valor;sin valor;4980
20240521;2014;DESECHOS;TRATAMIENTO BIOLOGICO DE DESECHOS SOLIDOS;TRATAMIENTO BIOLOGICO DE DESECHOS SOLIDOS;TRATAMIENTO BIOLOGICO DE DESECHOS SOLIDOS;4B;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2014;DESECHOS;INCINERACION E INCINERACION ABIERTA DE DESECHOS SOLIDOS;INCINERACION ABIERTA DE DESECHOS;INCINERACION ABIERTA DE DESECHOS;4C2;35.53;0.51;14.22;0.01;2.56;sin valor;52.31
20240521;2014;DESECHOS;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES DOMESTICAS;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES DOMESTICAS;4D1;sin valor;105.62;2957.39;1.3;345.18;sin valor;3302.58
20240521;2014;DESECHOS;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES INDUSTRIALES;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES INDUSTRIALES;4D2;sin valor;35.99;1007.86;sin valor;sin valor;sin valor;1007.86
20240521;2012;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS DE ENERGIA;PRODUCCION DE ELECTRICIDAD Y CALOR COMO ACTIVIDAD PRINCIPAL;1A1a;8869.76;0.41;11.35;0.06;15.59;sin valor;8896.7
20240521;2012;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS DE ENERGIA;REFINACION DE PETROLEO;1A1b;1949.96;0.04;0.98;0;0.94;sin valor;1951.88
20240521;2012;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS DE ENERGIA;FABRICACION DE COMBUSTIBLES SOLIDOS Y OTRAS INDUSTRIAS ENERGETICAS;1A1c;2376.19;0.06;1.7;0.01;1.91;sin valor;2379.8
20240521;2012;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS MANUFACTURERAS Y DE LA CONSTRUCCION;MINERIA (CON EXCEPCION DE COMBUSTIBLES) Y CANTERIA;1A2i;1233.26;0.04;1.23;0.01;2.13;sin valor;1236.61
20240521;2012;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS MANUFACTURERAS Y DE LA CONSTRUCCION;INDUSTRIA NO ESPECIFICADA;1A2m;6878.56;1.72;48.1;0.2;53.8;sin valor;6980.46
20240521;2012;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;AVIACION CIVIL;1A3a;927.93;0.01;0.18;0.03;6.8;sin valor;934.92
20240521;2012;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;TRANSPORTE TERRESTRE;1A3b;14405.46;5.56;155.55;0.76;200.08;sin valor;14761.09
20240521;2012;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;FERROCARRILES;1A3c;63.42;0;0.1;0.02;6.49;sin valor;70
20240521;2012;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;NAVEGACION MARITIMA Y FLUVIAL;1A3d;451.69;0.04;1.19;0.01;3.23;sin valor;456.1
20240521;2012;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;OTRO TIPO DE TRANSPORTE;1A3e;8.63;0;0.02;0;0.05;sin valor;8.7
20240521;2012;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;OTROS SECTORES;COMERCIAL/INSTITUCIONAL;1A4a;1163.44;1.26;35.23;0.02;5.89;sin valor;1204.55
20240521;2012;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;OTROS SECTORES;RESIDENCIAL ;1A4b;2034.01;29.81;834.82;0.39;103.98;sin valor;2972.8
20240521;2012;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;OTROS SECTORES;AGRICULTURA;1A4c;139.82;0.07;1.96;0;0.42;sin valor;142.21
20240521;2012;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;OTROS SECTORES;PESCA;1A4c;214.74;0.04;1.08;0;0.51;sin valor;216.34
20240521;2012;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;NO ESPECIFICADO;MOVIL;1A5b;71.33;0;0.01;0;0.53;sin valor;71.87
20240521;2012;ENERGIA ;EMISIONES FUGITIVAS PROVENIENTES DE LA FABRICACION DE COMBUSTIBLES;COMBUSTIBLES SOLIDOS;MINERIA Y MANEJO DEL CARBON ;1B1a;sin valor;3.1;86.87;sin valor;sin valor;sin valor;86.87
20240521;2012;ENERGIA ;EMISIONES FUGITIVAS PROVENIENTES DE LA FABRICACION DE COMBUSTIBLES;COMBUSTIBLES SOLIDOS;TRANSFORMACION DE COMBUSTIBLES SOLIDOS;1B1c;sin valor;2.74;76.73;0.01;1.44;sin valor;78.17
20240521;2012;ENERGIA ;EMISIONES FUGITIVAS PROVENIENTES DE LA FABRICACION DE COMBUSTIBLES;PETROLEO Y GAS NATURAL;PETROLEO;1B2a;340.93;87.6;2452.75;0;0.64;sin valor;2794.31
20240521;2012;ENERGIA ;EMISIONES FUGITIVAS PROVENIENTES DE LA FABRICACION DE COMBUSTIBLES;PETROLEO Y GAS NATURAL;GAS NATURAL;1B2b;328.49;234.1;6554.73;0;1;sin valor;6884.22
20240521;2012;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;PRODUCCION DE CEMENTO;TODAS LAS FUENTES;2A1;3731.34;sin valor;sin valor;sin valor;sin valor;sin valor;3731.34
20240521;2012;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;PRODUCCION DE CAL;sin valor;2A2;319.64;sin valor;sin valor;sin valor;sin valor;sin valor;319.64
20240521;2012;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;PRODUCCION DE VIDRIO;sin valor;2A3;34.81;sin valor;sin valor;sin valor;sin valor;sin valor;34.81
20240521;2012;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;OTROS USOS DE CARBONATOS ;CERAMICAS (LADRILLOS);2A4a;111.43;sin valor;sin valor;sin valor;sin valor;sin valor;111.43
20240521;2012;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;OTROS USOS DE CARBONATOS ;OTROS USOS DE LA CENIZA DE SOSA (CARBONATO DE SODIO);2A4b;19.27;sin valor;sin valor;sin valor;sin valor;sin valor;19.27
20240521;2012;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA QUIMICA;PRODUCCION DE ACIDO NITRICO;sin valor;2B2;sin valor;sin valor;sin valor;0.12;32.76;sin valor;32.76
20240521;2012;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA QUIMICA;PRODUCCION DE CENIZA DE SOSA (CARBONATO DE SODIO);sin valor;2B7;0.11;sin valor;sin valor;sin valor;sin valor;sin valor;0.11
20240521;2012;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS METALES;PRODUCCION DE HIERRO Y ACERO;sin valor;2C1;150.79;0;0.03;sin valor;sin valor;sin valor;150.83
20240521;2012;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS METALES;PRODUCCION DE PLOMO;sin valor;2C5;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
