FECHA_CORTE;ANIO;SECTOR;CATEGORIA;SUBCATEGORIA;FUENTE_DE_EMISION;IPCC_CLASF;DIOXIDO_DE_CARBONO_GGCO2;METANO_GGCH4;METANO_EQUIVALENTE_GGCO2EQ;OXIDO_NITROSO_GGN2O;OXIDO_NITROSO_EQUIVALENTE_GGCO2EQ;HFC_GGCO2EQ;EMISIONES_GEI_GGCO2EQ
20240521;2012;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS METALES;PRODUCCION DE ZINC;sin valor;2C6;557.58;sin valor;sin valor;sin valor;sin valor;sin valor;557.58
20240521;2012;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;USO DE PRODUCTOS SUSTITUTOS DE LAS SUSTANCIAS QUE AGOTAN LA CAPA DE OZONO;REFRIGERACION Y AIRE ACONDICIONADO;sin valor;2F1;sin valor;sin valor;sin valor;sin valor;sin valor;204.85;204.85
20240521;2012;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;GANADO;GANADO;FERMENTACION ENTERICA;3A1;sin valor;556.65;15586.3;sin valor;sin valor;sin valor;15586.3
20240521;2012;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;GANADO;GANADO;MANEJO DE ESTIERCOL;3A2;sin valor;12.34;345.46;1.18;313.14;sin valor;658.6
20240521;2012;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;TIERRAS FORESTALES ;TIERRAS FORESTALES QUE PERMANECEN COMO TIERRAS FORESTALES;3B1a;16245.63;sin valor;sin valor;sin valor;sin valor;sin valor;16245.63
20240521;2012;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;TIERRAS FORESTALES ;TIERRAS CONVERTIDAS EN TIERRAS FORESTALES;3B1b;-1098.33;sin valor;sin valor;sin valor;sin valor;sin valor;-1098.33
20240521;2012;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;TIERRAS DE CULTIVO ;TIERRAS DE CULTIVO QUE PERMANECEN COMO TIERRAS DE CULTIVO;3B2a;-616.08;sin valor;sin valor;sin valor;sin valor;sin valor;-616.08
20240521;2012;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;TIERRAS DE CULTIVO ;TIERRAS CONVERTIDAS EN TIERRAS DE CULTIVO;3B2b;61557.52;sin valor;sin valor;sin valor;sin valor;sin valor;61557.52
20240521;2012;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;PASTIZALES ;PASTIZALES QUE PERMANECEN COMO PASTIZALES;3B3a;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2012;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;PASTIZALES ;TIERRAS CONVERTIDAS EN PASTIZALES ;3B3b;18284.31;sin valor;sin valor;sin valor;sin valor;sin valor;18284.31
20240521;2012;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;ASENTAMIENTOS;TIERRAS CONVERTIDAS EN ASENTAMIENTOS;3B5b;642.5;sin valor;sin valor;sin valor;sin valor;sin valor;642.5
20240521;2012;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;OTRAS TIERRAS;TIERRAS CONVERTIDAS EN OTRAS TIERRAS;3B6b;201.63;sin valor;sin valor;sin valor;sin valor;sin valor;201.63
20240521;2012;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;EMISIONES POR QUEMA DE BIOMASA ;EMISIONES POR QUEMA DE BIOMASA ;3C1;sin valor;16.36;457.96;1.33;351.84;sin valor;809.8
20240521;2012;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;APLICACION DE UREA;APLICACION DE UREA;3C3;293.87;sin valor;sin valor;sin valor;sin valor;sin valor;293.87
20240521;2012;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;EMISIONES DIRECTAS DE N2O DE SUELOS GESTIONADOS;EMISIONES DIRECTAS DE N2O DE SUELOS GESTIONADOS;3C4;sin valor;sin valor;sin valor;24.81;6575.14;sin valor;6575.14
20240521;2012;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;EMISIONES INDIRECTAS DE N2O DE SUELOS GESTIONADOS;EMISIONES INDIRECTAS DE N2O DE SUELOS GESTIONADOS;3C5;sin valor;sin valor;sin valor;8.88;2352.58;sin valor;2352.58
20240521;2012;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;EMISIONES INDIRECTAS DE N2O POR MANEJO DEL ESTIERCOL;EMISIONES INDIRECTAS DE N2O POR MANEJO DEL ESTIERCOL;3C6;sin valor;sin valor;sin valor;0.62;165.18;sin valor;165.18
20240521;2012;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;CULTIVO DE ARROZ;CULTIVO DE ARROZ;3C7;sin valor;60.78;1701.91;sin valor;sin valor;sin valor;1701.91
20240521;2012;DESECHOS;ELIMINACION DE DESECHOS SOLIDOS;ELIMINACION DE DESECHOS SOLIDOS;ELIMINACION DE DESECHOS SOLIDOS;4A;sin valor;172.01;4816.2;sin valor;sin valor;sin valor;4816.2
20240521;2012;DESECHOS;TRATAMIENTO BIOLOGICO DE DESECHOS SOLIDOS;TRATAMIENTO BIOLOGICO DE DESECHOS SOLIDOS;TRATAMIENTO BIOLOGICO DE DESECHOS SOLIDOS;4B;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2012;DESECHOS;INCINERACION E INCINERACION ABIERTA DE DESECHOS SOLIDOS;INCINERACION ABIERTA DE DESECHOS;INCINERACION ABIERTA DE DESECHOS;4C2;35.53;0.51;14.22;0.01;2.56;sin valor;52.31
20240521;2012;DESECHOS;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES DOMESTICAS;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES DOMESTICAS;4D1;sin valor;88.63;2481.5;1.27;337.59;sin valor;2819.09
20240521;2012;DESECHOS;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES INDUSTRIALES;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES INDUSTRIALES;4D2;sin valor;35.85;1003.73;sin valor;sin valor;sin valor;1003.73
20240521;2010;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS DE ENERGIA;PRODUCCION DE ELECTRICIDAD Y CALOR COMO ACTIVIDAD PRINCIPAL;1A1a;8216.96;0.23;6.56;0.04;11.79;sin valor;8235.31
20240521;2010;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS DE ENERGIA;REFINACION DE PETROLEO;1A1b;1587.03;0.03;0.8;0;0.76;sin valor;1588.59
20240521;2010;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS DE ENERGIA;FABRICACION DE COMBUSTIBLES SOLIDOS Y OTRAS INDUSTRIAS ENERGETICAS;1A1c;2771.36;0.06;1.8;0.01;2.55;sin valor;2775.71
20240521;2010;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS MANUFACTURERAS Y DE LA CONSTRUCCION;MINERIA (CON EXCEPCION DE COMBUSTIBLES) Y CANTERIA;1A2i;1187.64;0.04;1.18;0.01;2.07;sin valor;1190.88
20240521;2010;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS MANUFACTURERAS Y DE LA CONSTRUCCION;INDUSTRIA NO ESPECIFICADA;1A2m;6325.97;1.72;48.1;0.2;53.42;sin valor;6427.48
20240521;2010;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;AVIACION CIVIL;1A3a;519.34;0;0.14;0.02;5.19;sin valor;524.67
20240521;2010;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;TRANSPORTE TERRESTRE;1A3b;12852.92;4.15;116.08;0.64;170.61;sin valor;13139.6
20240521;2010;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;FERROCARRILES;1A3c;76.45;0;0.12;0.03;7.82;sin valor;84.39
20240521;2010;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;NAVEGACION MARITIMA Y FLUVIAL;1A3d;426.37;0.04;1.12;0.01;3.03;sin valor;430.53
20240521;2010;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;OTRO TIPO DE TRANSPORTE;1A3e;8.88;0;0.02;0;0.05;sin valor;8.94
20240521;2010;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;OTROS SECTORES;COMERCIAL/INSTITUCIONAL;1A4a;1098.61;1.05;29.48;0.02;5.13;sin valor;1133.22
20240521;2010;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;OTROS SECTORES;RESIDENCIAL ;1A4b;1815.85;31.67;886.82;0.42;110.31;sin valor;2812.97
20240521;2010;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;OTROS SECTORES;AGRICULTURA;1A4c;165.01;0.08;2.14;0;0.49;sin valor;167.63
20240521;2010;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;OTROS SECTORES;PESCA;1A4c;481.45;0.08;2.12;0;1.1;sin valor;484.66
20240521;2010;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;NO ESPECIFICADO;MOVIL;1A5b;76.63;0;0.02;0;0.57;sin valor;77.22
20240521;2010;ENERGIA ;EMISIONES FUGITIVAS PROVENIENTES DE LA FABRICACION DE COMBUSTIBLES;COMBUSTIBLES SOLIDOS;MINERIA Y MANEJO DEL CARBON ;1B1a;sin valor;1.65;46.31;sin valor;sin valor;sin valor;46.31
20240521;2010;ENERGIA ;EMISIONES FUGITIVAS PROVENIENTES DE LA FABRICACION DE COMBUSTIBLES;COMBUSTIBLES SOLIDOS;TRANSFORMACION DE COMBUSTIBLES SOLIDOS;1B1c;sin valor;2.86;80.21;0.01;1.51;sin valor;81.72
20240521;2010;ENERGIA ;EMISIONES FUGITIVAS PROVENIENTES DE LA FABRICACION DE COMBUSTIBLES;PETROLEO Y GAS NATURAL;PETROLEO;1B2a;369.23;94.87;2656.34;0;0.69;sin valor;3026.26
20240521;2010;ENERGIA ;EMISIONES FUGITIVAS PROVENIENTES DE LA FABRICACION DE COMBUSTIBLES;PETROLEO Y GAS NATURAL;GAS NATURAL;1B2b;490.74;270.12;7563.41;0.01;1.49;sin valor;8055.64
20240521;2010;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;PRODUCCION DE CEMENTO;TODAS LAS FUENTES;2A1;3339.63;sin valor;sin valor;sin valor;sin valor;sin valor;3339.63
20240521;2010;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;PRODUCCION DE CAL;sin valor;2A2;270.44;sin valor;sin valor;sin valor;sin valor;sin valor;270.44
20240521;2010;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;PRODUCCION DE VIDRIO;sin valor;2A3;34.45;sin valor;sin valor;sin valor;sin valor;sin valor;34.45
20240521;2010;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;OTROS USOS DE CARBONATOS ;CERAMICAS (LADRILLOS);2A4a;111.03;sin valor;sin valor;sin valor;sin valor;sin valor;111.03
20240521;2010;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;OTROS USOS DE CARBONATOS ;OTROS USOS DE LA CENIZA DE SOSA (CARBONATO DE SODIO);2A4b;13.62;sin valor;sin valor;sin valor;sin valor;sin valor;13.62
20240521;2010;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA QUIMICA;PRODUCCION DE ACIDO NITRICO;sin valor;2B2;sin valor;sin valor;sin valor;0.12;31.57;sin valor;31.57
20240521;2010;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA QUIMICA;PRODUCCION DE CENIZA DE SOSA (CARBONATO DE SODIO);sin valor;2B7;0.09;sin valor;sin valor;sin valor;sin valor;sin valor;0.09
20240521;2010;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS METALES;PRODUCCION DE HIERRO Y ACERO;sin valor;2C1;185.75;0;0.04;sin valor;sin valor;sin valor;185.79
20240521;2010;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS METALES;PRODUCCION DE PLOMO;sin valor;2C5;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2010;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS METALES;PRODUCCION DE ZINC;sin valor;2C6;383.75;sin valor;sin valor;sin valor;sin valor;sin valor;383.75
20240521;2010;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;USO DE PRODUCTOS SUSTITUTOS DE LAS SUSTANCIAS QUE AGOTAN LA CAPA DE OZONO;REFRIGERACION Y AIRE ACONDICIONADO;sin valor;2F1;sin valor;sin valor;sin valor;sin valor;sin valor;134.16;134.16
20240521;2010;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;GANADO;GANADO;FERMENTACION ENTERICA;3A1;sin valor;558.06;15625.81;sin valor;sin valor;sin valor;15625.81
20240521;2010;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;GANADO;GANADO;MANEJO DE ESTIERCOL;3A2;sin valor;12.6;352.81;1.19;314.16;sin valor;666.97
20240521;2010;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;TIERRAS FORESTALES ;TIERRAS FORESTALES QUE PERMANECEN COMO TIERRAS FORESTALES;3B1a;20275.26;sin valor;sin valor;sin valor;sin valor;sin valor;20275.26
20240521;2010;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;TIERRAS FORESTALES ;TIERRAS CONVERTIDAS EN TIERRAS FORESTALES;3B1b;-579.58;sin valor;sin valor;sin valor;sin valor;sin valor;-579.58
20240521;2010;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;TIERRAS DE CULTIVO ;TIERRAS DE CULTIVO QUE PERMANECEN COMO TIERRAS DE CULTIVO;3B2a;-432.57;sin valor;sin valor;sin valor;sin valor;sin valor;-432.57
20240521;2010;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;TIERRAS DE CULTIVO ;TIERRAS CONVERTIDAS EN TIERRAS DE CULTIVO;3B2b;54135.77;sin valor;sin valor;sin valor;sin valor;sin valor;54135.77
20240521;2010;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;PASTIZALES ;PASTIZALES QUE PERMANECEN COMO PASTIZALES;3B3a;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2010;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;PASTIZALES ;TIERRAS CONVERTIDAS EN PASTIZALES ;3B3b;16974.67;sin valor;sin valor;sin valor;sin valor;sin valor;16974.67
20240521;2010;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;ASENTAMIENTOS;TIERRAS CONVERTIDAS EN ASENTAMIENTOS;3B5b;1932.4;sin valor;sin valor;sin valor;sin valor;sin valor;1932.4
20240521;2010;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;OTRAS TIERRAS;TIERRAS CONVERTIDAS EN OTRAS TIERRAS;3B6b;142.25;sin valor;sin valor;sin valor;sin valor;sin valor;142.25
20240521;2010;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;EMISIONES POR QUEMA DE BIOMASA ;EMISIONES POR QUEMA DE BIOMASA ;3C1;sin valor;16.26;455.29;1.32;351.08;sin valor;806.37
20240521;2010;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;APLICACION DE UREA;APLICACION DE UREA;3C3;239.83;sin valor;sin valor;sin valor;sin valor;sin valor;239.83
20240521;2010;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;EMISIONES DIRECTAS DE N2O DE SUELOS GESTIONADOS;EMISIONES DIRECTAS DE N2O DE SUELOS GESTIONADOS;3C4;sin valor;sin valor;sin valor;23.98;6353.88;sin valor;6353.88
20240521;2010;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;EMISIONES INDIRECTAS DE N2O DE SUELOS GESTIONADOS;EMISIONES INDIRECTAS DE N2O DE SUELOS GESTIONADOS;3C5;sin valor;sin valor;sin valor;8.68;2301.34;sin valor;2301.34
20240521;2010;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;EMISIONES INDIRECTAS DE N2O POR MANEJO DEL ESTIERCOL;EMISIONES INDIRECTAS DE N2O POR MANEJO DEL ESTIERCOL;3C6;sin valor;sin valor;sin valor;0.6;159.75;sin valor;159.75
20240521;2010;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;CULTIVO DE ARROZ;CULTIVO DE ARROZ;3C7;sin valor;59.98;1679.47;sin valor;sin valor;sin valor;1679.47
20240521;2010;DESECHOS;ELIMINACION DE DESECHOS SOLIDOS;ELIMINACION DE DESECHOS SOLIDOS;ELIMINACION DE DESECHOS SOLIDOS;4A;sin valor;172.26;4823.33;sin valor;sin valor;sin valor;4823.33
20240521;2010;DESECHOS;TRATAMIENTO BIOLOGICO DE DESECHOS SOLIDOS;TRATAMIENTO BIOLOGICO DE DESECHOS SOLIDOS;TRATAMIENTO BIOLOGICO DE DESECHOS SOLIDOS;4B;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2010;DESECHOS;INCINERACION E INCINERACION ABIERTA DE DESECHOS SOLIDOS;INCINERACION ABIERTA DE DESECHOS;INCINERACION ABIERTA DE DESECHOS;4C2;35.53;0.51;14.22;0.01;2.56;sin valor;52.31
20240521;2010;DESECHOS;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES DOMESTICAS;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES DOMESTICAS;4D1;sin valor;88.97;2491.3;1.25;330.04;sin valor;2821.34
20240521;2010;DESECHOS;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES INDUSTRIALES;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES INDUSTRIALES;4D2;sin valor;22.34;625.4;sin valor;sin valor;sin valor;625.4
20240521;2005;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS DE ENERGIA;PRODUCCION DE ELECTRICIDAD Y CALOR COMO ACTIVIDAD PRINCIPAL;1A1a;3163.03;0.08;2.13;0.01;2.99;sin valor;3168.15
20240521;2005;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS DE ENERGIA;REFINACION DE PETROLEO;1A1b;1497.87;0.03;0.75;0;0.72;sin valor;1499.33
20240521;2005;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS DE ENERGIA;FABRICACION DE COMBUSTIBLES SOLIDOS Y OTRAS INDUSTRIAS ENERGETICAS;1A1c;2134.58;0.06;1.61;0.01;2.47;sin valor;2138.66
20240521;2005;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS MANUFACTURERAS Y DE LA CONSTRUCCION;MINERIA (CON EXCEPCION DE COMBUSTIBLES) Y CANTERIA;1A2i;935.78;0.04;1.01;0.01;1.86;sin valor;938.66
20240521;2005;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS MANUFACTURERAS Y DE LA CONSTRUCCION;INDUSTRIA NO ESPECIFICADA;1A2m;7250.54;1.58;44.12;0.18;48.53;sin valor;7343.19
20240521;2005;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;AVIACION CIVIL;1A3a;366.61;0;0.06;0.01;2.43;sin valor;369.1
20240521;2005;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;TRANSPORTE TERRESTRE;1A3b;8850.13;1.91;53.52;0.43;113.69;sin valor;9017.34
20240521;2005;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;FERROCARRILES;1A3c;55.16;0;0.09;0.02;5.64;sin valor;60.88
20240521;2005;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;NAVEGACION MARITIMA Y FLUVIAL;1A3d;169.44;0.02;0.43;0;1.16;sin valor;171.03
20240521;2005;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;OTRO TIPO DE TRANSPORTE;1A3e;9.96;0;0.02;0;0.03;sin valor;10.01
20240521;2005;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;OTROS SECTORES;COMERCIAL/INSTITUCIONAL;1A4a;971.47;0.82;22.93;0.02;4.18;sin valor;998.58
20240521;2005;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;OTROS SECTORES;RESIDENCIAL ;1A4b;1921.28;33.75;944.98;0.45;119.55;sin valor;2985.8
20240521;2005;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;OTROS SECTORES;AGRICULTURA;1A4c;131.22;0.06;1.61;0;0.42;sin valor;133.25
20240521;2005;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;OTROS SECTORES;PESCA;1A4c;278.27;0.11;3.05;0;0.68;sin valor;281.99
20240521;2005;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;NO ESPECIFICADO;MOVIL;1A5b;80.05;0;0.02;0;0.59;sin valor;80.66
