FECHA_CORTE;ANIO;SECTOR;CATEGORIA;SUBCATEGORIA;FUENTE_DE_EMISION;IPCC_CLASF;DIOXIDO_DE_CARBONO_GGCO2;METANO_GGCH4;METANO_EQUIVALENTE_GGCO2EQ;OXIDO_NITROSO_GGN2O;OXIDO_NITROSO_EQUIVALENTE_GGCO2EQ;HFC_GGCO2EQ;EMISIONES_GEI_GGCO2EQ
20240521;2005;ENERGIA ;EMISIONES FUGITIVAS PROVENIENTES DE LA FABRICACION DE COMBUSTIBLES;COMBUSTIBLES SOLIDOS;MINERIA Y MANEJO DEL CARBON ;1B1a;sin valor;0.81;22.55;sin valor;sin valor;sin valor;22.55
20240521;2005;ENERGIA ;EMISIONES FUGITIVAS PROVENIENTES DE LA FABRICACION DE COMBUSTIBLES;COMBUSTIBLES SOLIDOS;TRANSFORMACION DE COMBUSTIBLES SOLIDOS;1B1c;sin valor;3.12;87.25;0.01;1.64;sin valor;88.89
20240521;2005;ENERGIA ;EMISIONES FUGITIVAS PROVENIENTES DE LA FABRICACION DE COMBUSTIBLES;PETROLEO Y GAS NATURAL;PETROLEO;1B2a;371.68;95.5;2673.96;0;0.69;sin valor;3046.33
20240521;2005;ENERGIA ;EMISIONES FUGITIVAS PROVENIENTES DE LA FABRICACION DE COMBUSTIBLES;PETROLEO Y GAS NATURAL;GAS NATURAL;1B2b;197.11;165.66;4638.43;0;0.6;sin valor;4836.14
20240521;2005;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;PRODUCCION DE CEMENTO;TODAS LAS FUENTES;2A1;2375.59;sin valor;sin valor;sin valor;sin valor;sin valor;2375.59
20240521;2005;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;PRODUCCION DE CAL;sin valor;2A2;147.44;sin valor;sin valor;sin valor;sin valor;sin valor;147.44
20240521;2005;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;PRODUCCION DE VIDRIO;sin valor;2A3;34.78;sin valor;sin valor;sin valor;sin valor;sin valor;34.78
20240521;2005;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;OTROS USOS DE CARBONATOS ;CERAMICAS (LADRILLOS);2A4a;79.69;sin valor;sin valor;sin valor;sin valor;sin valor;79.69
20240521;2005;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;OTROS USOS DE CARBONATOS ;OTROS USOS DE LA CENIZA DE SOSA (CARBONATO DE SODIO);2A4b;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;0
20240521;2005;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA QUIMICA;PRODUCCION DE ACIDO NITRICO;sin valor;2B2;sin valor;sin valor;sin valor;0.04;9.73;sin valor;9.73
20240521;2005;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA QUIMICA;PRODUCCION DE CENIZA DE SOSA (CARBONATO DE SODIO);sin valor;2B7;0.05;sin valor;sin valor;sin valor;sin valor;sin valor;0.05
20240521;2005;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS METALES;PRODUCCION DE HIERRO Y ACERO;sin valor;2C1;574.82;0;0.04;sin valor;sin valor;sin valor;574.87
20240521;2005;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS METALES;PRODUCCION DE PLOMO;sin valor;2C5;63.48;sin valor;sin valor;sin valor;sin valor;sin valor;63.48
20240521;2005;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS METALES;PRODUCCION DE ZINC;sin valor;2C6;281.4;sin valor;sin valor;sin valor;sin valor;sin valor;281.4
20240521;2005;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;USO DE PRODUCTOS SUSTITUTOS DE LAS SUSTANCIAS QUE AGOTAN LA CAPA DE OZONO;REFRIGERACION Y AIRE ACONDICIONADO;sin valor;2F1;sin valor;sin valor;sin valor;sin valor;sin valor;53.99;53.99
20240521;2005;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;GANADO;GANADO;FERMENTACION ENTERICA;3A1;sin valor;535.52;14994.68;sin valor;sin valor;sin valor;14994.68
20240521;2005;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;GANADO;GANADO;MANEJO DE ESTIERCOL;3A2;sin valor;12.25;343.07;1.09;290.17;sin valor;633.24
20240521;2005;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;TIERRAS FORESTALES ;TIERRAS FORESTALES QUE PERMANECEN COMO TIERRAS FORESTALES;3B1a;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2005;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;TIERRAS FORESTALES ;TIERRAS CONVERTIDAS EN TIERRAS FORESTALES;3B1b;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2005;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;TIERRAS DE CULTIVO ;TIERRAS DE CULTIVO QUE PERMANECEN COMO TIERRAS DE CULTIVO;3B2a;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2005;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;TIERRAS DE CULTIVO ;TIERRAS CONVERTIDAS EN TIERRAS DE CULTIVO;3B2b;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2005;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;PASTIZALES ;PASTIZALES QUE PERMANECEN COMO PASTIZALES;3B3a;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2005;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;PASTIZALES ;TIERRAS CONVERTIDAS EN PASTIZALES ;3B3b;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2005;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;ASENTAMIENTOS;TIERRAS CONVERTIDAS EN ASENTAMIENTOS;3B5b;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2005;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;OTRAS TIERRAS;TIERRAS CONVERTIDAS EN OTRAS TIERRAS;3B6b;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2005;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;EMISIONES POR QUEMA DE BIOMASA ;EMISIONES POR QUEMA DE BIOMASA ;3C1;sin valor;15.86;443.98;1.31;347.1;sin valor;791.08
20240521;2005;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;APLICACION DE UREA;APLICACION DE UREA;3C3;181.77;sin valor;sin valor;sin valor;sin valor;sin valor;181.77
20240521;2005;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;EMISIONES DIRECTAS DE N2O DE SUELOS GESTIONADOS;EMISIONES DIRECTAS DE N2O DE SUELOS GESTIONADOS;3C4;sin valor;sin valor;sin valor;22;5829.49;sin valor;5829.49
20240521;2005;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;EMISIONES INDIRECTAS DE N2O DE SUELOS GESTIONADOS;EMISIONES INDIRECTAS DE N2O DE SUELOS GESTIONADOS;3C5;sin valor;sin valor;sin valor;8.04;2130.63;sin valor;2130.63
20240521;2005;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;EMISIONES INDIRECTAS DE N2O POR MANEJO DEL ESTIERCOL;EMISIONES INDIRECTAS DE N2O POR MANEJO DEL ESTIERCOL;3C6;sin valor;sin valor;sin valor;0.51;134.96;sin valor;134.96
20240521;2005;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;CULTIVO DE ARROZ;CULTIVO DE ARROZ;3C7;sin valor;55.25;1547;sin valor;sin valor;sin valor;1547
20240521;2005;DESECHOS;ELIMINACION DE DESECHOS SOLIDOS;ELIMINACION DE DESECHOS SOLIDOS;ELIMINACION DE DESECHOS SOLIDOS;4A;sin valor;173.03;4844.75;sin valor;sin valor;sin valor;4844.75
20240521;2005;DESECHOS;TRATAMIENTO BIOLOGICO DE DESECHOS SOLIDOS;TRATAMIENTO BIOLOGICO DE DESECHOS SOLIDOS;TRATAMIENTO BIOLOGICO DE DESECHOS SOLIDOS;4B;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2005;DESECHOS;INCINERACION E INCINERACION ABIERTA DE DESECHOS SOLIDOS;INCINERACION ABIERTA DE DESECHOS;INCINERACION ABIERTA DE DESECHOS;4C2;35.53;0.51;14.22;0.01;2.56;sin valor;52.31
20240521;2005;DESECHOS;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES DOMESTICAS;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES DOMESTICAS;4D1;sin valor;81.15;2272.13;1.18;311.54;sin valor;2583.66
20240521;2005;DESECHOS;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES INDUSTRIALES;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES INDUSTRIALES;4D2;sin valor;14.84;415.61;sin valor;sin valor;sin valor;415.61
20240521;2000;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS DE ENERGIA;PRODUCCION DE ELECTRICIDAD Y CALOR COMO ACTIVIDAD PRINCIPAL;1A1a;1937.98;0.09;2.47;0.01;3.93;sin valor;1944.38
20240521;2000;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS DE ENERGIA;REFINACION DE PETROLEO;1A1b;900.57;0.02;0.45;0;0.43;sin valor;901.45
20240521;2000;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS DE ENERGIA;FABRICACION DE COMBUSTIBLES SOLIDOS Y OTRAS INDUSTRIAS ENERGETICAS;1A1c;1471.53;0.04;1.21;0.01;1.98;sin valor;1474.72
20240521;2000;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS MANUFACTURERAS Y DE LA CONSTRUCCION;MINERIA (CON EXCEPCION DE COMBUSTIBLES) Y CANTERIA;1A2i;917.56;0.04;1.04;0.01;1.93;sin valor;920.54
20240521;2000;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;INDUSTRIAS MANUFACTURERAS Y DE LA CONSTRUCCION;INDUSTRIA NO ESPECIFICADA;1A2m;7360.4;1.65;46.19;0.18;48.21;sin valor;7454.8
20240521;2000;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;AVIACION CIVIL;1A3a;207.44;0;0.04;0;1.14;sin valor;208.62
20240521;2000;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;TRANSPORTE TERRESTRE;1A3b;8695.75;1.93;54.09;0.43;113.99;sin valor;8863.83
20240521;2000;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;FERROCARRILES;1A3c;53.84;0;0.08;0.02;5.51;sin valor;59.43
20240521;2000;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;NAVEGACION MARITIMA Y FLUVIAL;1A3d;47.49;0;0.12;0;0.33;sin valor;47.94
20240521;2000;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;TRANSPORTE;OTRO TIPO DE TRANSPORTE;1A3e;13.4;0;0.02;0;0.04;sin valor;13.46
20240521;2000;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;OTROS SECTORES;COMERCIAL/INSTITUCIONAL;1A4a;1048.17;0.74;20.61;0.02;4.07;sin valor;1072.86
20240521;2000;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;OTROS SECTORES;RESIDENCIAL ;1A4b;2780.24;32.25;903.05;0.44;115.67;sin valor;3798.96
20240521;2000;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;OTROS SECTORES;AGRICULTURA;1A4c;136.65;0.07;2.01;0;0.48;sin valor;139.14
20240521;2000;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;OTROS SECTORES;PESCA;1A4c;251.81;0.14;3.88;0;0.65;sin valor;256.34
20240521;2000;ENERGIA ;ACTIVIDADES DE QUEMA DE COMBUSTIBLES ;NO ESPECIFICADO;MOVIL;1A5b;110.54;0;0.02;0;0.82;sin valor;111.38
20240521;2000;ENERGIA ;EMISIONES FUGITIVAS PROVENIENTES DE LA FABRICACION DE COMBUSTIBLES;COMBUSTIBLES SOLIDOS;MINERIA Y MANEJO DEL CARBON ;1B1a;sin valor;0.23;6.37;sin valor;sin valor;sin valor;6.37
20240521;2000;ENERGIA ;EMISIONES FUGITIVAS PROVENIENTES DE LA FABRICACION DE COMBUSTIBLES;COMBUSTIBLES SOLIDOS;TRANSFORMACION DE COMBUSTIBLES SOLIDOS;1B1c;sin valor;3.22;90.04;0.01;1.69;sin valor;91.73
20240521;2000;ENERGIA ;EMISIONES FUGITIVAS PROVENIENTES DE LA FABRICACION DE COMBUSTIBLES;PETROLEO Y GAS NATURAL;PETROLEO;1B2a;277.51;71.3;1996.45;0;0.52;sin valor;2274.48
20240521;2000;ENERGIA ;EMISIONES FUGITIVAS PROVENIENTES DE LA FABRICACION DE COMBUSTIBLES;PETROLEO Y GAS NATURAL;GAS NATURAL;1B2b;200.5;112.95;3162.52;0;0.61;sin valor;3363.62
20240521;2000;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;PRODUCCION DE CEMENTO;TODAS LAS FUENTES;2A1;1782.14;sin valor;sin valor;sin valor;sin valor;sin valor;1782.14
20240521;2000;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;PRODUCCION DE CAL;sin valor;2A2;24.43;sin valor;sin valor;sin valor;sin valor;sin valor;24.43
20240521;2000;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;PRODUCCION DE VIDRIO;sin valor;2A3;34.39;sin valor;sin valor;sin valor;sin valor;sin valor;34.39
20240521;2000;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;OTROS USOS DE CARBONATOS ;CERAMICAS (LADRILLOS);2A4a;62.39;sin valor;sin valor;sin valor;sin valor;sin valor;62.39
20240521;2000;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS MINERALES;OTROS USOS DE CARBONATOS ;OTROS USOS DE LA CENIZA DE SOSA (CARBONATO DE SODIO);2A4b;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2000;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA QUIMICA;PRODUCCION DE ACIDO NITRICO;sin valor;2B2;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2000;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA QUIMICA;PRODUCCION DE CENIZA DE SOSA (CARBONATO DE SODIO);sin valor;2B7;0.03;sin valor;sin valor;sin valor;sin valor;sin valor;0.03
20240521;2000;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS METALES;PRODUCCION DE HIERRO Y ACERO;sin valor;2C1;592.07;0;0.03;sin valor;sin valor;sin valor;592.1
20240521;2000;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS METALES;PRODUCCION DE PLOMO;sin valor;2C5;62.44;sin valor;sin valor;sin valor;sin valor;sin valor;62.44
20240521;2000;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;INDUSTRIA DE LOS METALES;PRODUCCION DE ZINC;sin valor;2C6;221.02;sin valor;sin valor;sin valor;sin valor;sin valor;221.02
20240521;2000;PROCESOS INDUSTRIALES Y USO DE PRODUCTOS ;USO DE PRODUCTOS SUSTITUTOS DE LAS SUSTANCIAS QUE AGOTAN LA CAPA DE OZONO;REFRIGERACION Y AIRE ACONDICIONADO;sin valor;2F1;sin valor;sin valor;sin valor;sin valor;sin valor;18.94;18.94
20240521;2000;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;GANADO;GANADO;FERMENTACION ENTERICA;3A1;sin valor;509.99;14279.75;sin valor;sin valor;sin valor;14279.75
20240521;2000;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;GANADO;GANADO;MANEJO DE ESTIERCOL;3A2;sin valor;11.87;332.46;0.98;260.5;sin valor;592.96
20240521;2000;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;TIERRAS FORESTALES ;TIERRAS FORESTALES QUE PERMANECEN COMO TIERRAS FORESTALES;3B1a;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2000;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;TIERRAS FORESTALES ;TIERRAS CONVERTIDAS EN TIERRAS FORESTALES;3B1b;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2000;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;TIERRAS DE CULTIVO ;TIERRAS DE CULTIVO QUE PERMANECEN COMO TIERRAS DE CULTIVO;3B2a;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2000;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;TIERRAS DE CULTIVO ;TIERRAS CONVERTIDAS EN TIERRAS DE CULTIVO;3B2b;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2000;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;PASTIZALES ;PASTIZALES QUE PERMANECEN COMO PASTIZALES;3B3a;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2000;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;PASTIZALES ;TIERRAS CONVERTIDAS EN PASTIZALES ;3B3b;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2000;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;ASENTAMIENTOS;TIERRAS CONVERTIDAS EN ASENTAMIENTOS;3B5b;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2000;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;TIERRAS;OTRAS TIERRAS;TIERRAS CONVERTIDAS EN OTRAS TIERRAS;3B6b;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2000;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;EMISIONES POR QUEMA DE BIOMASA ;EMISIONES POR QUEMA DE BIOMASA ;3C1;sin valor;15.6;436.7;1.3;343.87;sin valor;780.57
20240521;2000;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;APLICACION DE UREA;APLICACION DE UREA;3C3;256.77;sin valor;sin valor;sin valor;sin valor;sin valor;256.77
20240521;2000;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;EMISIONES DIRECTAS DE N2O DE SUELOS GESTIONADOS;EMISIONES DIRECTAS DE N2O DE SUELOS GESTIONADOS;3C4;sin valor;sin valor;sin valor;21.17;5610.54;sin valor;5610.54
20240521;2000;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;EMISIONES INDIRECTAS DE N2O DE SUELOS GESTIONADOS;EMISIONES INDIRECTAS DE N2O DE SUELOS GESTIONADOS;3C5;sin valor;sin valor;sin valor;7.7;2039.89;sin valor;2039.89
20240521;2000;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;EMISIONES INDIRECTAS DE N2O POR MANEJO DEL ESTIERCOL;EMISIONES INDIRECTAS DE N2O POR MANEJO DEL ESTIERCOL;3C6;sin valor;sin valor;sin valor;0.46;121.57;sin valor;121.57
20240521;2000;AGRICULTURA, SILVICULTURA Y OTROS USOS DE LA TIERRA;FUENTES AGREGADAS Y FUENTES DE EMISION NO-CO2 EN LA TIERRA;CULTIVO DE ARROZ;CULTIVO DE ARROZ;3C7;sin valor;44.42;1243.86;sin valor;sin valor;sin valor;1243.86
20240521;2000;DESECHOS;ELIMINACION DE DESECHOS SOLIDOS;ELIMINACION DE DESECHOS SOLIDOS;ELIMINACION DE DESECHOS SOLIDOS;4A;sin valor;164.54;4607.18;sin valor;sin valor;sin valor;4607.18
20240521;2000;DESECHOS;TRATAMIENTO BIOLOGICO DE DESECHOS SOLIDOS;TRATAMIENTO BIOLOGICO DE DESECHOS SOLIDOS;TRATAMIENTO BIOLOGICO DE DESECHOS SOLIDOS;4B;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor;sin valor
20240521;2000;DESECHOS;INCINERACION E INCINERACION ABIERTA DE DESECHOS SOLIDOS;INCINERACION ABIERTA DE DESECHOS;INCINERACION ABIERTA DE DESECHOS;4C2;35.53;0.51;14.22;0.01;2.56;sin valor;52.31
20240521;2000;DESECHOS;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES DOMESTICAS;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES DOMESTICAS;4D1;sin valor;68.94;1930.4;1.05;278.04;sin valor;2208.44
20240521;2000;DESECHOS;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES INDUSTRIALES;TRATAMIENTO Y ELIMINACION DE AGUAS RESIDUALES INDUSTRIALES;4D2;sin valor;14.21;397.76;sin valor;sin valor;sin valor;397.76
